Rank,Title,Author,Rating,Rating Count,Score,People Voted,Image
607,The Polar Express,Chris Van Allsburg,4.32,244976,18098,286,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638557399i/420282._SX50_.jpg
608,"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray (Goodreads Author),3.80,224441,18096,223,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1284558475i/3682._SY75_.jpg
609,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles (Goodreads Author),4.04,261775,18078,214,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439792475i/4268157._SX50_.jpg
610,Are You My Mother?,P.D. Eastman,4.21,248206,18073,271,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389098758i/197084._SX50_.jpg
611,Sarah's Key,Tatiana de Rosnay (Goodreads Author),4.18,484545,18056,238,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438863728i/556602._SX50_.jpg
612,"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,4.23,211501,18040,280,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305545757i/77390._SY75_.jpg
613,"Torment (Fallen, #2)",Lauren Kate (Goodreads Author),3.84,240092,18029,233,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339749i/7740152._SY75_.jpg
614,"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman (Goodreads Author),4.10,544476,17947,196,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519203520i/36336078._SY75_.jpg
615,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas (Goodreads Author),4.63,942094,17856,210,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463107108i/28260587._SY75_.jpg
616,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer (Goodreads Author),4.25,533334,17837,251,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631501298i/1898._SY75_.jpg
617,"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,4.21,296232,17797,280,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559209202i/77767._SX50_.jpg
618,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,4.27,273882,17750,209,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405546838i/77566._SY75_.jpg
619,"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan (Goodreads Author),4.10,411400,17736,237,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661018382i/7090447._SY75_.jpg
620,I'll Give You the Sun,Jandy Nelson (Goodreads Author),4.16,347411,17607,195,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1608612077i/20820994._SX50_.jpg
621,"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost (Goodreads Author),4.13,161289,17584,210,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373855613i/1421990._SY75_.jpg
622,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,3.91,371370,17569,267,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703358949i/84119._SX50_.jpg
623,"Chocolat (Chocolat, #1)",Joanne Harris (Goodreads Author),3.96,128295,17551,264,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388674628i/47401._SY75_.jpg
624,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare (Goodreads Author),4.55,68594,17533,225,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312016549i/6485421._SX50_.jpg
625,"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken (Goodreads Author),4.16,199818,17522,203,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343178841i/10576365._SY75_.jpg
626,Daisy Jones & The Six,Taylor Jenkins Reid (Goodreads Author),4.20,1679288,17451,194,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580255154i/40597810._SY75_.jpg
627,Cutting for Stone,Abraham Verghese (Goodreads Author),4.33,406739,17438,219,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553715166i/3591262._SX50_.jpg
628,"They Both Die at the End (Death-Cast, #1)",Adam Silvera (Goodreads Author),3.75,807444,17420,192,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494333138i/33385229._SY75_.jpg
629,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin (Goodreads Author),4.02,187824,17379,201,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336655755i/11408650._SX50_.jpg
630,"The Summoning (Darkest Powers, #1)",Kelley Armstrong (Goodreads Author),4.02,174611,17370,217,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478986944i/2800905._SY75_.jpg
631,"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,4.21,277734,17362,273,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621570121i/8337._SX50_.jpg
632,Just Listen,Sarah Dessen (Goodreads Author),4.05,248842,17353,211,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358270741i/51738._SY75_.jpg
633,"Angelfall (Penryn & the End of Days, #1)",Susan Ee (Goodreads Author),4.11,194708,17351,199,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464206558i/15863832._SY75_.jpg
634,"Sabriel (Abhorsen, #1)",Garth Nix (Goodreads Author),4.17,213261,17337,213,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293655399i/518848._SY75_.jpg
635,"A Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas (Goodreads Author),4.46,1644049,17329,195,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1734440950i/53138095._SY75_.jpg
636,"Cress (The Lunar Chronicles, #3)",Marissa Meyer (Goodreads Author),4.40,386961,17316,210,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470057005i/13206828._SY75_.jpg
637,The Last Lecture,Randy Pausch,4.26,354800,17179,214,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529682044i/40611510._SX50_.jpg
638,"Silence (Hush, Hush, #3)",Becca Fitzpatrick (Goodreads Author),4.07,289766,17152,220,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362408152i/10637766._SY75_.jpg
639,No Country for Old Men,Cormac McCarthy,4.16,221014,17109,230,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443231179i/12497._SY75_.jpg
640,The Art of War,Sun Tzu,3.95,528638,17104,237,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630683326i/10534._SY75_.jpg
641,Taming Flame,Therisa Peimer (Goodreads Author),4.29,17233,17085,179,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1658244114i/61608233._SX50_.jpg
642,The Westing Game,Ellen Raskin,4.00,223320,17058,222,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356850909i/902._SX50_.jpg
643,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson (Goodreads Author),3.66,358472,17012,233,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395407074i/49436._SY75_.jpg
644,Twelfth Night,William Shakespeare,3.96,189110,16996,260,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1561384026i/1625._SY75_.jpg
645,"Trainspotting (Mark Renton, #2)",Irvine Welsh,4.11,172304,16940,210,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353033083i/135836._SY75_.jpg
646,The Truth About Forever,Sarah Dessen (Goodreads Author),4.12,224751,16931,207,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362767907i/51737._SY75_.jpg
647,"Swann’s Way (In Search of Lost Time, #1)",Marcel Proust,4.15,64153,16835,214,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1735845760i/12749._SX50_.jpg
648,Nine Stories,J.D. Salinger,4.18,151158,16784,224,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554892563i/4009._SY75_.jpg
649,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer (Goodreads Author),4.24,440922,16780,211,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470056982i/13206760._SY75_.jpg
650,Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.35,1141043,16699,185,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703329310i/23692271._SY75_.jpg
651,"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris (Goodreads Author),4.12,263615,16693,225,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468561630i/140077._SY75_.jpg
652,"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,3.94,347083,16666,214,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305807140i/7747374._SY75_.jpg
653,"Ishmael (Ishmael, #1)",Daniel Quinn,4.01,100748,16644,201,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529680413i/40611328._SY75_.jpg
654,"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman (Goodreads Author),4.44,812021,16623,190,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1712679126i/40495957._SY75_.jpg
655,A Man Called Ove,Fredrik Backman (Goodreads Author),4.38,1117743,16595,192,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405259930i/18774964._SY75_.jpg
656,"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle (Goodreads Author),4.16,116259,16593,210,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524764327i/29127._SY75_.jpg
657,"The Goose Girl (The Books of Bayern, #1)",Shannon Hale (Goodreads Author),4.14,145935,16583,205,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617553319i/179064._SY75_.jpg
658,I Capture the Castle,Dodie Smith,3.99,109311,16577,213,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385316083i/31122._SX50_.jpg
659,Lady Chatterley’s Lover,D.H. Lawrence,3.50,131347,16572,258,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1215571713i/32049._SY75_.jpg
660,Verity,Colleen Hoover (Goodreads Author),4.31,3264688,16461,182,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634158558i/59344312._SY75_.jpg
661,"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,4.29,90159,16460,181,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327921996i/83144._SY75_.jpg
662,"Slammed (Slammed, #1)",Colleen Hoover (Goodreads Author),4.15,414297,16437,187,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464826448i/30333938._SY75_.jpg
663,Demian,Hermann Hesse,4.14,123184,16413,202,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421510580i/24861._SY75_.jpg
664,Pericles and Aspasia: A Story of Ancient Greece,Yvonne Korshak (Goodreads Author),4.29,16139,16408,172,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1665706704i/62986809._SY75_.jpg
665,The Love Hypothesis,Ali Hazelwood (Goodreads Author),4.12,1577889,16386,181,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1611937942i/56732449._SX50_.jpg
666,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,4.10,263266,16364,208,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295660894i/7967._SY75_.jpg
667,Cyrano de Bergerac,Edmond Rostand,4.07,87560,16260,233,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920459i/15638._SY75_.jpg
668,"You Are Special (Wemmicksville, #1)",Max Lucado (Goodreads Author),4.45,53136,16170,191,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348346102i/56728._SX50_.jpg
669,The Hours,Michael Cunningham (Goodreads Author),3.95,145003,16155,231,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479663379i/11899._SY75_.jpg
670,"Drums of Autumn (Outlander, #4)",Diana Gabaldon (Goodreads Author),4.35,260082,16149,206,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536699977i/40909452._SY75_.jpg
671,"Acheron (Dark-Hunter, #14)",Sherrilyn Kenyon (Goodreads Author),4.56,60839,16110,186,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437687512i/2299110._SY75_.jpg
672,"Captive in the Dark (The Dark Duet, #1)",C.J. Roberts (Goodreads Author),3.94,74189,16086,174,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1315343569i/12513614._SX50_.jpg
673,The Arabian Nights,Anonymous,4.03,79043,16037,239,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657544409i/93101._SY75_.jpg
674,"World Without End (Kingsbridge, #2)",Ken Follett (Goodreads Author),4.32,262638,16022,215,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509545511i/5064._SY75_.jpg
675,Julius Caesar,William Shakespeare,3.71,211411,16005,254,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631505382i/13006._SX50_.jpg
676,The Glass Menagerie,Tennessee Williams,3.73,137583,15955,263,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391591003i/92517._SY75_.jpg
677,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,4.01,337018,15951,211,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353424536i/13642._SY75_.jpg
678,We Need to Talk About Kevin,Lionel Shriver (Goodreads Author),4.08,203012,15798,196,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327865017i/80660._SY75_.jpg
679,"The Talisman (The Talisman, #1)",Stephen King (Goodreads Author),4.11,135208,15730,208,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170530286i/59219._SX50_.jpg
680,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,3.97,199147,15667,179,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534503008i/20758104._SY75_.jpg
681,"1Q84 (1Q84, #1-3)",Haruki Murakami,3.95,326348,15564,184,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483103331i/10357575._SX50_.jpg
682,"Caraval (Caraval, #1)",Stephanie Garber (Goodreads Author),3.97,690837,15477,170,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465563623i/27883214._SY75_.jpg
683,"Hunted (House of Night, #5)",P.C. Cast (Goodreads Author),3.93,187378,15441,204,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438042897i/4134071._SY75_.jpg
684,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch (Goodreads Author),4.31,315619,15439,174,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458646334i/29588376._SY75_.jpg
685,"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,3.92,157238,15411,219,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327871992i/43758._SY75_.jpg
686,Gray After Dark,Noelle W. Ihli (Goodreads Author),4.24,48429,15398,162,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1708240567i/204787816._SY75_.jpg
687,House of Leaves,Mark Z. Danielewski (Goodreads Author),4.09,183912,15370,174,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403889034i/24800._SX50_.jpg
688,"The Scorch Trials (The Maze Runner, #2)",James Dashner (Goodreads Author),3.90,611467,15362,200,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388240248i/7631105._SY75_.jpg
689,"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,4.04,389297,15352,198,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392344536i/366522._SX50_.jpg
690,Interpreter of Maladies,Jhumpa Lahiri,4.18,199810,15275,202,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442586143i/5439._SY75_.jpg
691,"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron (Goodreads Author),4.35,136541,15253,178,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564936796i/7723542._SY75_.jpg
692,Before I Fall,Lauren Oliver (Goodreads Author),3.88,342211,15186,182,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361044695i/6482837._SY75_.jpg
693,"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,3.96,313920,15132,238,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661032839i/65641._SY75_.jpg
694,"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,4.01,165064,15123,221,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443483961i/30868._SY75_.jpg
695,"Carry On (Simon Snow, #1)",Rainbow Rowell (Goodreads Author),4.16,324277,15105,174,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481729252i/32768522._SX50_.jpg
696,No One Can Know,Kate Alice Marshall (Goodreads Author),3.67,63224,15065,159,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684451250i/127305892._SY75_.jpg
697,The Glass Castle,Jeannette Walls (Goodreads Author),4.32,1287161,15054,187,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523542886i/7445._SY75_.jpg
698,"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr (Goodreads Author),3.70,165076,15040,188,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327814035i/305234._SX50_.jpg
699,"Red Rising (Red Rising Saga, #1)",Pierce Brown (Goodreads Author),4.27,559235,15037,172,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461354651i/15839976._SY75_.jpg
700,Ask for Andrea,Noelle W. Ihli (Goodreads Author),4.09,142274,15016,158,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1642696843i/60168787._SX50_.jpg
701,The Club,Ellery Lloyd (Goodreads Author),3.29,116639,15002,159,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644230879i/58536005._SY75_.jpg
702,"The Secret (The Secret, #1)",Rhonda Byrne,3.73,506146,14997,197,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659289885i/52529._SX50_.jpg
703,A Brief History of Time,Stephen Hawking,4.21,455257,14993,214,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578746i/3869._SX50_.jpg
704,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini (Goodreads Author),4.16,294287,14931,193,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390886502i/7664041._SX50_.jpg
705,"Inferno (Robert Langdon, #4)",Dan Brown (Goodreads Author),3.90,571424,14914,189,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534070896i/17212231._SY75_.jpg
706,"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,4.34,221627,14831,177,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431127356i/64216._SY75_.jpg
707,The Merchant of Venice,William Shakespeare,3.78,195450,14804,238,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327871054i/24128._SY75_.jpg
708,Invisible Monsters,Chuck Palahniuk (Goodreads Author),4.00,147147,14790,181,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508534066i/36236125._SX50_.jpg
709,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,3.98,460667,14768,253,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814880i/121749._SY75_.jpg
710,Normal People,Sally Rooney (Goodreads Author),3.81,1626004,14755,160,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571423190i/41057294._SY75_.jpg
711,All the King's Men,Robert Penn Warren,4.09,64942,14739,203,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342193852i/5527._SY75_.jpg
712,Head Like a Hole,Andrew Van Wey (Goodreads Author),3.86,5372,14721,156,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659300362i/61800582._SY75_.jpg
713,"The Eyre Affair (Thursday Next, #1)",Jasper Fforde (Goodreads Author),3.89,134952,14715,187,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445540555i/27003._SY75_.jpg
713,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,3.98,119505,14715,213,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574794164i/17125._SY75_.jpg
715,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward (Goodreads Author),4.32,197006,14713,187,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1300845974i/35729._SY75_.jpg
716,The Holy Bible: King James Version,Anonymous,4.44,302230,14710,181,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631816305i/1923820._SY75_.jpg
717,"Into the Wild (Warriors, #1)",Erin Hunter,4.31,112677,14693,168,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327994729i/111332._SX50_.jpg
718,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han (Goodreads Author),4.04,975829,14675,174,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372086100i/15749186._SY75_.jpg
719,"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas (Goodreads Author),4.71,809865,14651,166,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531922609i/33590260._SY75_.jpg
720,The Ocean at the End of the Lane,Neil Gaiman (Goodreads Author),4.02,642882,14543,170,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497098563i/15783514._SY75_.jpg
721,I Am Legend and Other Stories,Richard Matheson,4.00,133897,14512,196,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317791583i/547094._SY75_.jpg
722,"Not Forever, But For Now",Chuck Palahniuk (Goodreads Author),3.08,4324,14506,153,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1687711848i/101145468._SY75_.jpg
723,"Think Twice (Myron Bolitar, #12)",Harlan Coben (Goodreads Author),4.28,34910,14497,153,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1697047908i/198494009._SY75_.jpg
724,The Roommate,Kiersten Modglin (Goodreads Author),3.86,9216,14467,153,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1613149059i/57040367._SY75_.jpg
725,The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,4.08,318649,14463,205,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327909237i/99300._SY75_.jpg
726,Look Closer,David Ellis,4.19,92794,14459,153,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650843418i/59316367._SY75_.jpg
727,We Have Always Lived in the Castle,Shirley Jackson,3.92,258992,14395,168,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704229774i/89724._SX50_.jpg
728,Gravity’s Rainbow,Thomas Pynchon,4.01,45957,14290,167,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657594227i/415._SY75_.jpg
729,Something Wicked This Way Comes,Ray Bradbury,3.90,142577,14282,194,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409596011i/248596._SY75_.jpg
730,Foucault’s Pendulum,Umberto Eco,3.91,72579,14231,187,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396645125i/17841._SY75_.jpg
731,"Poison Study (Study, #1)",Maria V. Snyder (Goodreads Author),4.09,171396,14157,171,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388519019i/60510._SY75_.jpg
732,The Bluest Eye,Toni Morrison,4.12,273263,14154,184,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388208495i/11337._SX50_.jpg
733,Starship Troopers,Robert A. Heinlein,4.01,236569,14106,175,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1614054412i/17214._SY75_.jpg
734,Seabiscuit: An American Legend,Laura Hillenbrand,4.23,165651,14101,206,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171644213i/110737._SY75_.jpg
735,Peace Like a River,Leif Enger,4.02,96353,14067,170,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436139976i/227571._SY75_.jpg
736,"Twenty Thousand Leagues Under the Sea (Captain Nemo, #2)",Jules Verne,3.89,264645,14059,207,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494979127i/33507._SX50_.jpg
737,"Oedipus Rex (The Theban Plays, #1)",Sophocles,3.72,226900,14005,209,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388182316i/1554._SY75_.jpg
738,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,4.05,437026,14000,206,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335860740i/7869._SY75_.jpg
739,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb (Goodreads Author),4.19,356919,13989,169,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673728072i/77197._SY75_.jpg
740,Battle Royale,Koushun Takami,4.26,80494,13984,160,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331235272i/57891._SY75_.jpg
741,The Girl Who Was Taken,Charlie Donlea (Goodreads Author),4.20,124216,13922,147,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522156793i/39657755._SY75_.jpg
742,The History of Love,Nicole Krauss,3.92,138153,13871,168,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327911009i/3867._SY75_.jpg
743,"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan (Goodreads Author),4.43,362789,13856,180,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201441i/18705209._SY75_.jpg
744,Mythology,Edith Hamilton,4.03,57781,13848,209,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305000423i/23522._SY75_.jpg
745,Dandelion Wine,Ray Bradbury,4.08,74241,13809,172,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374049845i/50033._SY75_.jpg
746,The Memory Keeper's Daughter,Kim Edwards (Goodreads Author),3.70,606363,13798,194,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631287935i/10441._SY75_.jpg
747,"Corrupt (Devil's Night, #1)",Penelope Douglas (Goodreads Author),3.80,350074,13767,147,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621729447i/58124274._SY75_.jpg
748,"Where She Went (If I Stay, #2)",Gayle Forman (Goodreads Author),3.97,300679,13750,174,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347810457i/8492825._SX50_.jpg
749,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare (Goodreads Author),4.11,965590,13738,196,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730356i/1582996._SY75_.jpg
750,"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli (Goodreads Author),4.14,455444,13727,156,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402915678i/19547856._SY75_.jpg
751,The Night Before Christmas,Clement Clarke Moore,4.40,125754,13720,223,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388370094i/196970._SX50_.jpg
752,Native Son,Richard Wright,4.03,101445,13707,198,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627788308i/15622._SX50_.jpg
753,A People’s History of the United States: 1492 - Present,Howard Zinn,4.08,253652,13699,187,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494279423i/2767._SY75_.jpg
